NC1	NC2	NC3	NC4	NC5
Zm00001d027474	0.482990651849593	0.522250575162294	0.667734998503582	0.125796428138934	0.911820972699996
Zm00001d027448	2.72396404130776	2.22983128484955	0.708328415978688	1.39218763923938	4.53031301412687
Zm00001d027475	0.421780553963828	0.573714575130891	0.626739284888282	0.0737278258906114	0.767063009863943
Zm00001d027477	0	0	0.0445856100574875	0.705212716399495	0
Zm00001d027478	1.98062229414791	1.1584773255089	0.41634463191343	1.01810989570993	2.14470175606566
Zm00001d027472	0.874749627758695	1.20753504188306	1.06906903511851	0.437275405129959	1.79347628014206
Zm00001d027479	1.59377294816129	0.907571840410474	0.795882138826853	1.47729510610963	1.61070791061044
Zm00001d027483	0	0.29593669387213	0.0798488878335974	0.0381127214135132	0.125732904889471
Zm00001d027468	4.06369631695409	2.65275593935468	1.64404307648336	2.35623392984376	4.53649604743791
Zm00001d027480	2.88349734529823	3.01235559389603	1.02223452926082	1.12025377028542	4.54851003457992
Zm00001d027481	0.245353728604461	0.25956941621135	0.193614477956927	0.0938827493873756	0.33731909936143
Zm00001d027485	1.07064673673695	0.304964627526275	0.280014294896016	0.831886954112571	0.73258589300166
Zm00001d027486	0	0.519972396152209	0.143243456759124	0.0156989174499695	0.38280400979987
Zm00001d027489	0	0.0167190592310304	0	0.671952114527329	0
Zm00001d027497	0	0	0.0529623813365857	0.0564442853189077	0
Zm00001d027492	0.0710882027365983	0	0.0193436258315683	0.00483753476409918	0.0698653447947552
Zm00001d027499	0	0.0452701203100226	0.201561618170791	0.00098691403362896	0
Zm00001d027494	0.0276128201728174	0	0	0	0.0784079618092984
Zm00001d027488	0	0.123365638593782	0.0449713874649513	0	0.0342989870902491
Zm00001d027493	3.69508048099749	1.8409376027895	1.27778818653476	1.92783205092208	3.94186736062629
Zm00001d027495	0.0293521978335756	0	0	0.041834962639004	0.427014359209431
Zm00001d027500	7.47912735262463	3.70498197657494	1.95409651365705	1.04547172959954	8.62820036367974
Zm00001d027502	3.52602889081231	0.974587327972291	0.953688896000295	1.94374876988624	2.09430827391949
Zm00001d027484	3.48893793517744	2.00221343179919	1.12593525829504	1.75072132695794	3.74603703131861
Zm00001d027505	2.14401700030848	0.738267632213014	0.965440499046151	1.05900020279425	1.51885624115123
Zm00001d027509	0	0	0.304520535926608	0	0.0377948910463581
Zm00001d027504	0.0796437147470934	0.0417461791569328	0.0478462034087357	0.0634065780623891	0.0253268551273118
Zm00001d027508	0.137256508178216	0.207250387311203	0.723866426206573	0.248313324318584	0.157693022059239
Zm00001d027506	1.05221428053496	0.833863604426728	0.597577007018706	0.689171518293632	1.58059340236811
Zm00001d027511	0.221722960729001	1.10644406478855	1.56956073447171	0.0260641689246782	0.878183856147729
Zm00001d027510	1.55768780960179	0.869133342428529	0.865911435460337	0.684892895501597	1.80547233938938
Zm00001d027512	3.95074791166961	0.866942644644045	0.818637101388497	2.19223741020247	2.98980760422472
Zm00001d027516	2.721776750062	1.06576810209838	0.944457608639437	1.21540397759739	2.97854941609807
Zm00001d027518	0.0428400168534091	0.0293813790609938	0.156891436862502	0	0.186060616538661
Zm00001d027517	2.25998050741904	1.43519592771275	0.95284582232415	1.15752327428031	2.43897663050107
Zm00001d027519	0.0527686057755867	0.365084685094566	0.962400029859571	0.842261436547482	0.623188583672925
Zm00001d027514	5.75331598279255	3.40623326359485	1.16710264750806	1.93419097234716	6.21310071458082
Zm00001d027515	1.65483081643689	0.675558263684022	0.721234325696717	1.08957226248903	1.43708230776482
Zm00001d027520	0	0.802216822569347	1.09759618152732	0.264143025263363	0.90957631520776
Zm00001d027525	0	0.829201027298876	0.859667658895416	0.155325210216398	0.593613647588312
Zm00001d027523	1.57828478872148	0.968396991232927	0.904405590671939	1.4463964276528	2.60890305333749
Zm00001d027530	0	0	0.302380312741469	0.129106407243189	0.172516405556803
Zm00001d027524	0.0260036319838037	0.544833789208737	0.00763497077548464	0.00727332453164363	0.695016756315398
Zm00001d027535	0	0.130970886617457	0.126872228200123	0.0988939634343743	0.35220140931271
Zm00001d027533	0.0704154869102877	0.448019671013502	0.328559470898926	0.113086427345175	0.335907573926025
Zm00001d027534	0.0409012976706623	0.520426156329353	0.632999236486549	0	0.539013725238832
Zm00001d027532	1.88849796181567	1.77359358991562	0.376037608219803	0.951859747244949	2.35457969553702
Zm00001d027537	0.226681027627933	0.213307504478226	0	0	0.791567317996022
Zm00001d027539	0	0.333044149655413	0	0.000175144925684194	0.115374019439893
Zm00001d027540	0	0.729017330694048	0.251504994675695	0.0150587336561037	0.147308543546952
Zm00001d027541	0	0.54195378760125	0.0708838508175397	0.0440540481833531	0.129474701913518
Zm00001d022664	0.985533805233957	0.0473273360070989	0.1499896608733	0.778424370738077	0.658664659512099
Zm00001d027542	1.66417015574116	0.756527596575871	0.68612396003654	0.687820114344021	0.507266620952374
Zm00001d027527	3.99532589485185	2.11228470075279	1.01972870616054	2.16832379097129	4.03380192576478
Zm00001d027546	0	0.0168046574998937	0.0325905287064948	0	0.0145170274191464
Zm00001d027550	1.2000341983673	1.35853296258027	1.25696911751101	0.575769963679702	2.54745827359173
Zm00001d027554	0.181787658732058	0.0972149473350945	0	0	0.0244108089482269
Zm00001d027544	2.00002947393052	1.25999485310043	0.555873138263485	0.911902050563075	2.15406120800585
Zm00001d027548	1.72974367549971	1.26814258341073	1.3335095397805	1.02861541419939	1.40271110508126
Zm00001d027555	0.93651223485667	0.490487429840145	0.245453332818104	0.220432449114352	1.16643113490472
Zm00001d027556	2.51150765386461	1.43109324300021	0.818187588109728	1.18086022028913	2.16520140329949
Zm00001d027536	2.15232444266994	0.120943816543027	0.867158221876348	1.37527957473101	1.58303189611265
Zm00001d027557	1.51175994318629	0.831723809772719	0.56560180755324	0.489419609598669	3.88173144449859
Zm00001d027569	0	0.301762963022933	0	0.0104165725388548	0.146401797956311
Zm00001d022665	0.0240261428256595	0.660702218703369	1.04946165656563	0.00310113387474992	0.48946217960216
Zm00001d022666	0.13453844563395	0.0102107869285346	0	0.0836405086555635	0.0943265557688134
Zm00001d027570	1.38463669972171	0.890662026464549	0.759034734670035	0.835950557708445	1.7126787715722
Zm00001d027573	2.73213595873466	1.9729093667184	1.17825735140879	0.893234557048319	3.09732662904895
Zm00001d027577	0.0169976468440018	0	0.000528662813579642	0.0273236906844406	0.0148350220079983
Zm00001d027578	0.153751892612303	0.410803546604594	0.855131182452784	1.4527205724614	0.481752889756635
Zm00001d027572	2.62029593463738	1.02316427819004	0.728208730654952	1.24560955187713	3.05705964243581
Zm00001d027587	0.104237768529043	0.00888428771655203	0.0496715512332035	0.417272188922113	0.493993068632152
Zm00001d027582	0.482581993091445	0.0913152562742253	0.297804786819881	0.644838196964414	0.282546344891422
Zm00001d027585	0.923849391192906	0.172108200989594	0.668236226526664	0.717717472238839	0.364585377116675
Zm00001d027583	0	0	0.0776171072605677	0.320405814516032	0.0168358016137108
Zm00001d027581	2.45179263820381	0.166409441294771	0.217257490728149	0.699354030621272	1.58807442187151
Zm00001d027580	0.778427185726505	0.875634130002271	1.2094060947594	1.73657560513433	1.33521289362763
Zm00001d027593	0	0.194666491880846	0.0608159797041701	0.0018427211200332	0.0966892725263936
Zm00001d027589	0.0112016571844511	0	0	1.26656034754467	0
Zm00001d027590	0	0	0	0.0666083602477315	0.00345063463646533
Zm00001d027588	1.34373012596528	1.18219773363037	0.67144880751107	0.572893595616853	1.4974377966292
Zm00001d027571	1.84027393178155	1.09008986487618	0.819456715410248	0.967933353104463	2.07347555613886
Zm00001d027576	0.876147098393567	1.42379273939447	1.49536019130435	1.91221256145563	1.32913592085295
Zm00001d027595	5.91589249868226	2.25317788775348	1.39802599835928	2.53631570083277	4.84402956393359
Zm00001d027597	0.329360762387227	0.859892531883618	0.174655294239658	0.21745691546472	0.48508470536821
Zm00001d027598	0	0.109341584431693	0.0840513596834434	0.00212835518018082	0.0425373527999023
Zm00001d027603	0.14726710814668	0.0523337190335264	0	0.100632475789053	0.121028381702533
Zm00001d027599	0.0688903996903061	0.385910527524837	0.941836043866633	0	0.00201876002814283
Zm00001d027601	0	0.30172519925207	1.1657519944206	0	0
Zm00001d027606	0.0220822974177143	0.00583796545324741	0	0.000716969734142805	0.0241940610853597
Zm00001d027607	0.303549500452888	0.0795417374951714	0.0957710941269381	0.650485065926055	0.527154165790237
Zm00001d027611	0.112440277071932	0.0199665313156143	0.16219643049475	0.221675250879211	0.180842056728858
Zm00001d027610	0.254951886008885	0.171582282214537	0.232953242611643	0.26073623890293	0.0390096787488923
Zm00001d027487	3.20066566382918	1.75891759488354	0.99515731403728	1.8140097892476	3.18579719647408
Zm00001d027616	1.84520636011564	0.971620626966452	0.483296932486158	0.93321633205961	2.49115638314956
Zm00001d027613	2.70546774447147	2.07373692229401	0.632740938651775	0.633131072525325	3.72726300229297
Zm00001d027596	0.0645443514171322	0.287647874860941	0.605582393499671	0.286442421002054	0.799895822922723
Zm00001d027618	4.08148827993093	1.69846432452979	0.935701566339862	2.07797534534016	3.44085066292455
Zm00001d027621	0	0.306521576461393	0.344895676783563	0.0280867420791803	0
Zm00001d027622	0.00540982701224728	0.848169296659461	0.682116375729477	0.106790388858528	0.363130506601148
Zm00001d027624	3.15633432585494	2.09713733405227	1.17821558383558	0.783658082180189	4.40391733795267
Zm00001d027412	3.35693942829508	1.87115582169715	1.10986461904565	1.56066495115358	3.8918705804071
Zm00001d027619	0.383793529941603	1.20238130254392	1.5551125706081	0.123532974002649	0.549893227326261
Zm00001d022667	0.825013327768967	0.401031255797294	0.588996514254616	0.946891829841196	1.52139490272207
Zm00001d027612	4.46548073662847	1.92930482646172	1.00499550976558	2.13965933801874	4.0685898144281
Zm00001d027625	2.90043479261275	1.84488977855467	1.49013380766087	1.55350736477047	3.04088857620254
Zm00001d027636	0	0	0	0.0524876341427133	0.0315147242342098
Zm00001d027626	2.52037790470487	1.0752771351461	0.874866448424435	1.43016085323523	2.32658178194378
Zm00001d027637	0.966926261414132	0.405829774724969	0.608401757137537	0.881648983532104	0.383621401842646
Zm00001d027646	1.01886878466926	0.888898602733985	0.537761663569713	0.69844250602667	1.39372526242211
Zm00001d027648	3.51535386077958	1.75896158661679	1.09205223537781	1.80432807157122	3.11592852162898
Zm00001d027651	2.52627657637576	1.8282739627658	0.51560420640123	0.848542591025413	2.81079817521522
Zm00001d027649	0.772306428593175	1.94929531092894	0.382546208536651	0.0508468872240069	3.92325335085536
Zm00001d027633	2.33394560663849	1.19618781343185	0.323392567620453	1.27132572212086	2.73680942815309
Zm00001d027630	1.8865711156591	1.51897040765872	1.09834681138489	1.05560305778776	2.82525341183462
Zm00001d027503	2.76092806390384	1.2637630010578	1.12723521965705	1.33613850459932	2.82546284180918
Zm00001d027655	0.823164797478853	1.39843229426987	0.280711210668457	1.14196206335058	2.09347600827857
Zm00001d027657	0.135940894673997	0	0.0543828862159288	0.0476942478238186	0.0961159631279001
Zm00001d027662	0	0.0027290391036543	0.00116043162813221	0.00140206827931648	0.0786368157388298
Zm00001d027659	1.61158643751819	0.956080053266332	0.748018727853128	0.590176609573165	1.56109907440941
Zm00001d027656	2.02211025035593	0.733514076497624	0.668964087364417	0.415269044928456	2.04272831674755
Zm00001d022669	2.65686198671418	0	0.00401389757764263	0	0
Zm00001d027652	1.5466299367517	3.39019283328596	2.3388816468874	0.82679396310237	2.42479521809684
Zm00001d027673	0.481501111921574	1.40345655556556	0.133786262922851	0	1.89342938871477
Zm00001d027674	2.21704697534606	0.917621332922645	0.211136738229856	0.666510830907932	2.2423024837576
Zm00001d027672	1.60738086266768	0.814347842960341	0.421795370659456	1.12596055093412	1.4121029353738
Zm00001d027676	0.0742948587887561	0.596848272501524	0.961090194897208	0.2178148508084	0.177900708774426
Zm00001d027677	0.800912096802131	0.70039410194318	0.290541425695905	0.569803869416529	1.23240771098163
Zm00001d027678	0	0.000761638371454147	0.00013655913767538	0	0.0826740940357314
Zm00001d027671	3.2033875927224	1.075188042692	1.04486018282074	1.58086442607688	2.61092400145725
Zm00001d027675	3.63053108968349	1.82205289109964	1.05873192869113	1.52551246991276	3.36959517878306
Zm00001d027558	2.55299166462328	1.12574564763887	0.760141313748732	1.76415938136497	2.42266910235703
Zm00001d027681	0	0.0894509834197541	0.633007214613702	0.263202422684285	1.23527068501482
